jokeText,jokeHasHumor,jokeRate
un tipo de 47 los muy preocupar por parecer joven decir hacer un estiramiento de cara una vez hecha la cirugía el tipo vale muy contento de la clínica con su cara nueva se detener en un puesto de diario compra uno y le pregunta al vendedor dagame amigo quimera que me conteste una pregunta punto los creer que tenso el quiosquero le dije no a nos 32 contento de la vida el tipo le dije en realidad tenso 47 los luego este buen seor entre a un mcdonalds pie una hamburguesa y le pregunta lo mismo al cajero el cajero le dije yo le cálculo nos 29 los el hombre cada vez es contento le dije no tenso 47 luego toma el auto para volver a su casa y se siesta al lado de una anciana una vez es el tipo hacer la pregunta disclpeme seora punto los pienso usted que tenso la vieja lo mi pensativa con su cara llena de arruga y le conteste mira hijato yo ya tenso 85 los y no vez bien sin embargo cuando era joven yo tena un todo para adivinar la edad de los hombre les meta la mano en los calzoncillos y les deca la edad correcta el hombre duda un poco pero viento que no haba nadie en el auto pena bueno probemos total y auto seguido le dije a la vieja que comiente con su tarea vieja le mente la mano y le manosear los testículo al tipo al cabo de diez minuto exacto la seora dije usted tizne 47 los el tipo asombradizo exclamar pero esto es increíble dagame como lo hacer y la anciana le contenta de de de es que yo estafa detrás suyo en la cola del mcdonalds,1,4
a carbono carácter talvina to anoche carácter gules nos o lente a 2 me lente para el sol de y te chiste enviado por jesús rizo martes,0,1
a carbono carácter es lino no te grand nexo to a tres lo asiento abuelo no se coger basura del suelo,0,1
se encuentro por la calle un trompetilla con un amigo trompetilla hola los escuchante mi último recital los eso espera,0,1
saber a que actor le tan siempre el pésame a johnny de,0,1
cual es la ciudad mas cagada del mundo chica jajajjajajjajjaja,1,3
una vez un hombre se encuentro con una lámpara la flota y vale un genio pues pedir 3 deseo pero ten en cuenta que de todo lo que vida tu mujer recibir el doble el hombre pie un coche y su mujer recibo dos coche después el hombre pie ser millonario y su mujer recibo el doble finalmente el hombre pienso un rato y le pie al genio dama una paliza hasta que me queda medio muerto,1,5
que le dije la leche al colocar echado un polvo,1,2
pero que hacer tirado esos porttiles al ro pero mira como beber los pos en el río,1,4
se aire el ten y se ve un tetrabrik de don sin como se llama la película es tinto básico,0,1
le dije a mi cardiólogo doctor esto muy preocupar cuando tenso sexo escucho silbido y a me hijo y que querer escuchar a tu edad aplauso,1,4
profesor caimito dagame que mineral es se caimito es una piedra los compañero susurrante basalto caimito basalto caimito una piedraaaa,0,1
un cura recién ordenado se confiesa por primera vez con su obispo dije hijo no que tal las llegado los voto durante esta tu primera semana ver eminencia en cuanto a la pobreza he regalado mi hábito y me visto con uno que ya haba desdichado mis sandalia esto rota y llena de agujero y doy la mitad de mi comida a los pobre que viento al comedor muy bien hijo no muy bien contina en cuanto a la obediencia pago cualquier cosa que me mando cualquier otro padre sin pensar en si es justo o adecuado dado gracia al seor por tener el privilegio de obedecer muy bien hijo no excelente excelente finalmente eminencia en esta semana he hecho el amor con 37 mujer el obispo casi se caer de la silla y con ojo desorbitados pregunta pero hijo no y el voto de castidad el cerilla ajustado y con cara de perplejidad responder pero no era voto de cantidad,1,4
te cuento un chiste verde rápido vale una lechuga en una moto,0,1
maestra pepino como se llama el compuesto químico para evitar el embarazo pepino nitrato de meter,1,2
cual es el mar mas gordo el marrano,0,1
por que no se pues discutir con un lápiz porque siempre tizne un punto afilador,0,1
a carbono carácter es reatina a boca tan linda la desgraciada uno aquí todavía hacienda deber como un tonto,0,1
llega toma a un hotel y pie habitación el encargado le dije que lo tizne una cama en un cuarto compartidor la cual nadie quier porque el otro huésped ronca muy fuerte toma le responder que no ha problema y decir compartir la habitación a la mañana siguiente el encargado le pregunta si dormir bien perfectamente responder toma mucha gracia y el seor de los ronquido mira apenas entre en la habitación le di un beso en la mejilla y una palmada en la nalga y se las toda la noche con los ojo abierto y con el culo pegado a la pared,1,3
un personaje de dibujo animador es tumbado en el suelo junto a un árbol lo asiento abuelo no se coger basura no del suelo a es,0,1
por que los ordenador nunca se refrán porque siempre tener windows ventana abierta,0,1
un personaje de dibujo animador corrigendo por las escalera santa tijera el,0,1
una chica de dibujo animador sentada en una cama junto a un perro iguauuuuuy de chiste enviado por chocolate gira,0,1
era un no a tenia los de edad y le pregunta a su mamante mama como nacer los beber y la mama contenta primero salón los piesitos después el corpecito y por último la cabezota a lo que el no dije y después los arma,1,2
tres borracho que llegar a la estación din don din el tren con destino a sevilla vale ahora mismo por la a 4 se poner a correr el jefe de estación ayuda a uno a subir luego ayuda a otro y cuando llega al tercero el tren ha cogido ya velocidad y no pues subir lo asiento pero ya es tarde pues es lo tan a sentir ellos que habano vencido a despedir,1,3
dos loco se encuentro en el patio de un manicomio uno de ellos le enseña el puto cerrado al otro y le dije a que no adivinar que tenso en la mano humo un elefante el del puto cerrado poner cara de fastidio y réplica a vale bueno pero de que color es,1,3
un leñero a en un auto y un perro no hacer es que molestar muy respetuosamente se dirigir a su duda y le pregunta señorita quedo pegar una patada a su perro la duda le responder por que no se la de usted en los huevo en los huevo se la doy no se preocupar usted,1,3
mi billete es como una cebolla saber por que porque cuando la abra me hacer llorar,1,3
una seora que acabo de estrenar un sombrero y se encuentro a una amiga te gusto mi sombrero nuevo verdad que me favorecer y me quita diez los por lo menos pues ser punto los tener treinta no mujer digno sin descontar los que te quita el sombrero,1,4
camarera el bao a fondo a la izquierda haya el favor cuando terminar aire la cadena se a regresar a los cinco minuto camarera debe confesable algo la cadena la ti pero la medalla de la virgen del poco no porque es un recuerdo de mi madre,1,4
cario se te ve el sujetador eso no es malo ha quien lo enseña adrede lo que a dios pero as no algo contigo a la calle cuando,1,4
por que los adivino no pueden tener hijo porque tener las bolsa de cristal,1,4
un lechero vasco que se es merienda en el hospital rene a sus dos hijo su hija y su esposa y rodado por todo ellos y su enfermera les reporte su herencia dije a su hijo mayor a ti pedro te dejo las casa del norte a ti hija te dejo todo los aparamento de la zona sur a ti carlos por ser mi hijo menor con un gran porvenir te dejo las oficina del centro y a ti mi querida esposa el edificio del barrio las cumbre al oeste de la ciudad la enfermera impresionar le dije a la esposa seora su esposo es muy rico les es dejado mucha propiedad y la esposa sin perder el tiempo le responder que rico ni que ni nada esas son las ruta por donde reporte la leche,1,4
como se llama tus nial la mayor cítara y la pequeña fontanela y la tuya para huy si le las puesto nombre de galleta,0,1
la profesora a pepino pepino no te de vergüenza ser el último de la clase alguien debe sacrificar,0,1
tu perro parecer un gato es que es un gato pues parecer un perro,0,1
la vida es como un moco intratable dura y a veras no te deja respirar,1,4
esto es la junta donde ha un tigre que es un chulo cuando ve a un mono se acerca a el y le dije rugido con toda sus fuerza quien es a es poderoso de los animal de la junta el mono todo ajustado responder tu por supuesto a tres el es poderoso de todo los animal el tigre se aleja satisfecho de si mismo y sonriente cuando ve a un ciervo de nuevo se acerca corrigendo y gitano y le pregunta dije miserable ciervo que animal es el es poderoso sin duda alguna tu el tigre tres el es poderoso de la junta el tigre le deja en paz y se aleja con el rabo bien alto y entonces ve al elefante de nuevo le grita amenazadoramente y le pregunta dije elefante gordo y asqueroso que animal de la junta es el es poderoso el elefante que ya esta harto de las chuleta del tigre le pega un pisotón luego le agarrar con la trompa y empiezo a dable golpe contra los roble luego lo tira contra una roca cuando el tigre recuperar el aliento a y le dije hombre si no saber la respuesta no tener por que cabrear,0,1
llega una rubia a una biblioteca se dirigir a la bibliotecaria gitano quieto una hamburguesa doble con queso patata frita y caracola shhhh baja la voz no te las dado cuenta que esto es una biblioteca perdoneme sustraendo me poner una hamburguesa doble con queso,1,3
por que el libro se que al banco en latinoamrica porque necesitada hacer una larga fila para abrir su cuenta de cuento,0,1
pregunta por que el libro se que a la escuela respuesta porque quera aprender es página,0,1
por que no se pues confiar en los gato porque siempre esto callando y armado,0,1
ángel habla con su novia ye tu padre es que me tizne por medio tonto no te preocupar hombre es que solo te conocer a media,0,1
hacia una vez un loro que no se callada nunca y su duro le deciacomo no te calle te mato en el congelador le mente y dije el loro navidad receso el duro le dije como no te calle te mato le mato y canto devueveme la vida que me las pitao,1,4
un diputado argentino se encuentro en la calle con un amigo de la infancia y se le pregunta como esto llegado esta crisis la verdad que muermo como un be dos como un be pero como haca me despierto cada 3 hora llorador,0,1
en lo que a comportamiento sexual se relieve la mujer pues ser de cuatro tipo la asmática la matemática la religiosa y la asesina al menos eso bien los experto como se reconocer la asmática susurro ah ah ah la matemática es es es la religiosa dije ay dios no y la asesina como te corra te mato,1,3
por que los auto de bigote no juego al fútbol porque siempre esto en el medio del tráfico y nunca llegar a la meta,1,3
por que el costo lleva un carro de andas a la playa porque le dinero que necesitada algo para refrescar el ambiente,0,1
me podre decir su número de ni sin la última letra por favor claro a ver si te pensar que por ser rubia son tonta nota sietcincnuevoch,1,3
pregunta por que el libro se que a la escuela respuesta porque quera ser es ledo,0,1
pregunta por que los libro nunca se pueden meter en problema en la escuela respuesta porque siempre tener una buena cubierta,1,2
una seora alemana viva en espada con un no muy feo al donde ira todo decano oh que no mas feo oh que no mas feo en el colegio oh que no mas feo oh que no mas feo en el supermercado oh que no mas feo oh que no mas feo total que como la mujer no sala muy bien español coger el diccionario para ver el significado de la palabra feo busca en la efe efe efe efe feo y estafa la fotografía de su hijo,0,1
por que no se pues jugar al escondite en un banco en latinoamrica porque siempre ha una fila tan larga que alguien te encuentro,1,3
después de medio siglo de armonía total en el matrimonio a muerepoco tiempo después ella muerte y también a para el cielo en el cielo ella encuentro al marido feliz cómodamente sentado con sus amigo por lo que ella al velo corte contenta con a y le dije queriiiiiidoooooo que feliz de encontrarteee y a le responder no vengar con eso trato que hasta que la muerte nos separar as que veto para otro lado querida,1,4
